Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 4 x 4 -t 4,0.048381,0.597170,0.645551,6144,100,4,4,4,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 8,0.047719,0.600881,0.648600,6144,100,4,4,8,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 16,0.041802,0.592827,0.634630,6144,100,4,4,16,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 32,0.040217,0.586310,0.626527,6144,100,4,4,32,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 1,0.138375,0.598070,0.736445,6144,100,8,8,1,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 2,0.078410,0.603711,0.682121,6144,100,8,8,2,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 4,0.048630,0.581902,0.630532,6144,100,8,8,4,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 8,0.047789,0.582337,0.630126,6144,100,8,8,8,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 16,0.040718,0.559183,0.599901,6144,100,8,8,16,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 32,0.038706,0.552326,0.591032,6144,100,8,8,32,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 1,0.130475,0.542197,0.672672,6144,100,16,16,1,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 2,0.073827,0.546504,0.620331,6144,100,16,16,2,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 4,0.046831,0.550491,0.597322,6144,100,16,16,4,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 8,0.045985,0.547873,0.593858,6144,100,16,16,8,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 16,0.041069,0.545059,0.586128,6144,100,16,16,16,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 32,0.038895,0.549348,0.588243,6144,100,16,16,32,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 1,0.130038,0.551120,0.681158,6144,100,32,32,1,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 2,0.073851,0.543466,0.617317,6144,100,32,32,2,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 4,0.046893,0.547535,0.594428,6144,100,32,32,4,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 8,0.045795,0.545817,0.591612,6144,100,32,32,8,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 16,0.040720,0.548283,0.589003,6144,100,32,32,16,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 32,0.038888,0.551316,0.590204,6144,100,32,32,32,1024,1024,1048576,0,0
