Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 8 x 8 -t 4,0.047607,0.354711,0.402318,1048576,100,8,8,4,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 8,0.046332,0.350747,0.397079,1048576,100,8,8,8,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 16,0.040644,0.357593,0.398237,1048576,100,8,8,16,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 32,0.039222,0.351207,0.390429,1048576,100,8,8,32,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 1,0.131981,0.359710,0.491692,1048576,100,16,16,1,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 2,0.078715,0.344491,0.423206,1048576,100,16,16,2,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 4,0.045634,0.339924,0.385558,1048576,100,16,16,4,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 8,0.047531,0.348858,0.396389,1048576,100,16,16,8,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 16,0.041307,0.375122,0.416429,1048576,100,16,16,16,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 32,0.040185,0.362922,0.403107,1048576,100,16,16,32,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 1,0.141511,0.363593,0.505104,1048576,100,32,32,1,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 2,0.078561,0.363955,0.442516,1048576,100,32,32,2,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 4,0.047860,0.357694,0.405554,1048576,100,32,32,4,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 8,0.047197,0.353980,0.401177,1048576,100,32,32,8,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 16,0.041443,0.362654,0.404097,1048576,100,32,32,16,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 32,0.040720,0.354649,0.395369,1048576,100,32,32,32,1024,1024,524288,0,0
