Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 1 x 1 -t 16,0.000613,0.072384,0.072997,27648,100,1,1,16,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 32,0.001330,0.062134,0.063464,27648,100,1,1,32,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 1,0.006123,0.072494,0.078617,27648,100,2,2,1,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 2,0.003403,0.062227,0.065630,27648,100,2,2,2,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 4,0.001806,0.069266,0.071071,27648,100,2,2,4,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 8,0.001398,0.065623,0.067021,27648,100,2,2,8,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 16,0.001855,0.071975,0.073830,27648,100,2,2,16,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 32,0.002473,0.063621,0.066094,27648,100,2,2,32,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 1,0.022546,0.071431,0.093977,27648,100,4,4,1,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 2,0.011442,0.064795,0.076237,27648,100,4,4,2,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 4,0.005942,0.070373,0.076315,27648,100,4,4,4,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 8,0.004857,0.066331,0.071188,27648,100,4,4,8,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 16,0.005834,0.066408,0.072242,27648,100,4,4,16,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 32,0.005662,0.075604,0.081266,27648,100,4,4,32,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 1,0.073926,0.075065,0.148992,27648,100,8,8,1,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 2,0.037345,0.083993,0.121338,27648,100,8,8,2,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 4,0.019327,0.075285,0.094612,27648,100,8,8,4,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 8,0.015667,0.075473,0.091140,27648,100,8,8,8,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 16,0.017688,0.073080,0.090768,27648,100,8,8,16,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 32,0.017744,0.086639,0.104383,27648,100,8,8,32,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 1,0.163887,0.090856,0.254743,27648,100,16,16,1,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 2,0.082520,0.093845,0.176365,27648,100,16,16,2,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 4,0.043583,0.087324,0.130907,27648,100,16,16,4,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 8,0.035073,0.090809,0.125883,27648,100,16,16,8,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 16,0.039261,0.092126,0.131387,27648,100,16,16,16,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 32,0.035364,0.089510,0.124874,27648,100,16,16,32,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 1,0.186844,0.077981,0.264825,27648,100,32,32,1,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 2,0.093762,0.075614,0.169376,27648,100,32,32,2,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 4,0.047527,0.091639,0.139167,27648,100,32,32,4,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 8,0.039646,0.075474,0.115120,27648,100,32,32,8,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 16,0.044379,0.077094,0.121473,27648,100,32,32,16,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 32,0.035520,0.082165,0.117685,27648,100,32,32,32,1024,1024,8192,0,0
