Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 1 x 1 -t 8,0.006139,0.162644,0.168783,2048,100,1,1,8,512,512,262144,0,0
bcsr_omp 1 x 1 -t 16,0.005847,0.156784,0.162631,2048,100,1,1,16,512,512,262144,0,0
bcsr_omp 1 x 1 -t 32,0.005632,0.159951,0.165583,2048,100,1,1,32,512,512,262144,0,0
bcsr_omp 2 x 2 -t 1,0.018693,0.129190,0.147883,2048,100,2,2,1,512,512,262144,0,0
bcsr_omp 2 x 2 -t 2,0.010525,0.130479,0.141004,2048,100,2,2,2,512,512,262144,0,0
bcsr_omp 2 x 2 -t 4,0.006647,0.127916,0.134563,2048,100,2,2,4,512,512,262144,0,0
bcsr_omp 2 x 2 -t 8,0.006191,0.127984,0.134176,2048,100,2,2,8,512,512,262144,0,0
bcsr_omp 2 x 2 -t 16,0.005823,0.132513,0.138336,2048,100,2,2,16,512,512,262144,0,0
bcsr_omp 2 x 2 -t 32,0.005479,0.127372,0.132851,2048,100,2,2,32,512,512,262144,0,0
bcsr_omp 4 x 4 -t 1,0.018342,0.121006,0.139348,2048,100,4,4,1,512,512,262144,0,0
bcsr_omp 4 x 4 -t 2,0.010291,0.118514,0.128805,2048,100,4,4,2,512,512,262144,0,0
bcsr_omp 4 x 4 -t 4,0.006910,0.121828,0.128738,2048,100,4,4,4,512,512,262144,0,0
bcsr_omp 4 x 4 -t 8,0.006080,0.128082,0.134163,2048,100,4,4,8,512,512,262144,0,0
bcsr_omp 4 x 4 -t 16,0.005857,0.119668,0.125525,2048,100,4,4,16,512,512,262144,0,0
bcsr_omp 4 x 4 -t 32,0.005398,0.125965,0.131363,2048,100,4,4,32,512,512,262144,0,0
bcsr_omp 8 x 8 -t 1,0.019250,0.119546,0.138796,2048,100,8,8,1,512,512,262144,0,0
bcsr_omp 8 x 8 -t 2,0.010743,0.121315,0.132058,2048,100,8,8,2,512,512,262144,0,0
bcsr_omp 8 x 8 -t 4,0.006458,0.117884,0.124342,2048,100,8,8,4,512,512,262144,0,0
bcsr_omp 8 x 8 -t 8,0.006185,0.134014,0.140199,2048,100,8,8,8,512,512,262144,0,0
bcsr_omp 8 x 8 -t 16,0.005888,0.119618,0.125506,2048,100,8,8,16,512,512,262144,0,0
bcsr_omp 8 x 8 -t 32,0.005549,0.120204,0.125753,2048,100,8,8,32,512,512,262144,0,0
bcsr_omp 16 x 16 -t 1,0.018338,0.115409,0.133747,2048,100,16,16,1,512,512,262144,0,0
bcsr_omp 16 x 16 -t 2,0.010500,0.123483,0.133983,2048,100,16,16,2,512,512,262144,0,0
bcsr_omp 16 x 16 -t 4,0.006590,0.120281,0.126871,2048,100,16,16,4,512,512,262144,0,0
bcsr_omp 16 x 16 -t 8,0.006168,0.116884,0.123052,2048,100,16,16,8,512,512,262144,0,0
bcsr_omp 16 x 16 -t 16,0.005836,0.123967,0.129802,2048,100,16,16,16,512,512,262144,0,0
bcsr_omp 16 x 16 -t 32,0.005417,0.122305,0.127722,2048,100,16,16,32,512,512,262144,0,0
bcsr_omp 32 x 32 -t 1,0.018160,0.124352,0.142512,2048,100,32,32,1,512,512,262144,0,0
bcsr_omp 32 x 32 -t 2,0.010049,0.116747,0.126796,2048,100,32,32,2,512,512,262144,0,0
bcsr_omp 32 x 32 -t 4,0.006262,0.126427,0.132689,2048,100,32,32,4,512,512,262144,0,0
bcsr_omp 32 x 32 -t 8,0.006116,0.117371,0.123487,2048,100,32,32,8,512,512,262144,0,0
bcsr_omp 32 x 32 -t 16,0.005771,0.122108,0.127879,2048,100,32,32,16,512,512,262144,0,0
bcsr_omp 32 x 32 -t 32,0.005917,0.124865,0.130783,2048,100,32,32,32,512,512,262144,0,0
