Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_serial 1 x 1,0.004522,0.021029,0.025551,173568,100,1,1,-1,512,512,16384,0,0
bcsr_serial 2 x 2,0.015782,0.016189,0.031971,173568,100,2,2,-1,512,512,16384,0,0
bcsr_serial 4 x 4,0.044585,0.019600,0.064185,173568,100,4,4,-1,512,512,16384,0,0
bcsr_serial 8 x 8,0.071337,0.028712,0.100049,173568,100,8,8,-1,512,512,16384,0,0
bcsr_serial 16 x 16,0.072300,0.017012,0.089313,173568,100,16,16,-1,512,512,16384,0,0
bcsr_serial 32 x 32,0.072816,0.017545,0.090361,173568,100,32,32,-1,512,512,16384,0,0
bcsr_omp 1 x 1 -t 1,0.001275,0.027296,0.028570,173568,100,1,1,1,512,512,16384,0,0
bcsr_omp 1 x 1 -t 2,0.000751,0.014535,0.015286,173568,100,1,1,2,512,512,16384,0,0
bcsr_omp 1 x 1 -t 4,0.000405,0.022419,0.022824,173568,100,1,1,4,512,512,16384,0,0
bcsr_omp 1 x 1 -t 8,0.000393,0.016982,0.017375,173568,100,1,1,8,512,512,16384,0,0
bcsr_omp 1 x 1 -t 16,0.000473,0.020044,0.020517,173568,100,1,1,16,512,512,16384,0,0
bcsr_omp 1 x 1 -t 32,0.000525,0.020566,0.021091,173568,100,1,1,32,512,512,16384,0,0
bcsr_omp 2 x 2 -t 1,0.004190,0.018242,0.022432,173568,100,2,2,1,512,512,16384,0,0
bcsr_omp 2 x 2 -t 2,0.002323,0.019190,0.021513,173568,100,2,2,2,512,512,16384,0,0
bcsr_omp 2 x 2 -t 4,0.001443,0.016740,0.018183,173568,100,2,2,4,512,512,16384,0,0
bcsr_omp 2 x 2 -t 8,0.001341,0.018564,0.019905,173568,100,2,2,8,512,512,16384,0,0
bcsr_omp 2 x 2 -t 16,0.001489,0.019674,0.021164,173568,100,2,2,16,512,512,16384,0,0
bcsr_omp 2 x 2 -t 32,0.001407,0.021750,0.023157,173568,100,2,2,32,512,512,16384,0,0
bcsr_omp 4 x 4 -t 1,0.011481,0.023800,0.035281,173568,100,4,4,1,512,512,16384,0,0
bcsr_omp 4 x 4 -t 2,0.006541,0.026024,0.032565,173568,100,4,4,2,512,512,16384,0,0
bcsr_omp 4 x 4 -t 4,0.004046,0.023431,0.027477,173568,100,4,4,4,512,512,16384,0,0
bcsr_omp 4 x 4 -t 8,0.003909,0.023537,0.027446,173568,100,4,4,8,512,512,16384,0,0
bcsr_omp 4 x 4 -t 16,0.003780,0.025051,0.028831,173568,100,4,4,16,512,512,16384,0,0
bcsr_omp 4 x 4 -t 32,0.003627,0.024445,0.028072,173568,100,4,4,32,512,512,16384,0,0
bcsr_omp 8 x 8 -t 1,0.017795,0.024003,0.041798,173568,100,8,8,1,512,512,16384,0,0
bcsr_omp 8 x 8 -t 2,0.009941,0.019094,0.029035,173568,100,8,8,2,512,512,16384,0,0
bcsr_omp 8 x 8 -t 4,0.006286,0.019290,0.025576,173568,100,8,8,4,512,512,16384,0,0
bcsr_omp 8 x 8 -t 8,0.005905,0.020822,0.026727,173568,100,8,8,8,512,512,16384,0,0
bcsr_omp 8 x 8 -t 16,0.005637,0.021268,0.026905,173568,100,8,8,16,512,512,16384,0,0
bcsr_omp 8 x 8 -t 32,0.005211,0.020309,0.025520,173568,100,8,8,32,512,512,16384,0,0
bcsr_omp 16 x 16 -t 1,0.019780,0.021715,0.041495,173568,100,16,16,1,512,512,16384,0,0
bcsr_omp 16 x 16 -t 2,0.010136,0.018012,0.028148,173568,100,16,16,2,512,512,16384,0,0
bcsr_omp 16 x 16 -t 4,0.006291,0.017876,0.024167,173568,100,16,16,4,512,512,16384,0,0
bcsr_omp 16 x 16 -t 8,0.006018,0.019663,0.025681,173568,100,16,16,8,512,512,16384,0,0
bcsr_omp 16 x 16 -t 16,0.005825,0.019613,0.025438,173568,100,16,16,16,512,512,16384,0,0
bcsr_omp 16 x 16 -t 32,0.005389,0.023393,0.028782,173568,100,16,16,32,512,512,16384,0,0
bcsr_omp 32 x 32 -t 1,0.017882,0.024148,0.042030,173568,100,32,32,1,512,512,16384,0,0
bcsr_omp 32 x 32 -t 2,0.010091,0.016522,0.026613,173568,100,32,32,2,512,512,16384,0,0
bcsr_omp 32 x 32 -t 4,0.006267,0.018661,0.024928,173568,100,32,32,4,512,512,16384,0,0
bcsr_omp 32 x 32 -t 8,0.006003,0.018295,0.024298,173568,100,32,32,8,512,512,16384,0,0
bcsr_omp 32 x 32 -t 16,0.005711,0.019451,0.025162,173568,100,32,32,16,512,512,16384,0,0
bcsr_omp 32 x 32 -t 32,0.005794,0.022654,0.028448,173568,100,32,32,32,512,512,16384,0,0
