Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 1 x 1 -t 8,3.392532,338.556581,341.949113,0,1,1,1,8,62451,62451,2034917,0,0
bcsr_omp 1 x 1 -t 16,1.870323,337.153461,339.023784,0,1,1,1,16,62451,62451,2034917,0,0
bcsr_omp 1 x 1 -t 32,1.951985,336.078469,338.030454,0,1,1,1,32,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 1,29.979214,335.066654,365.045868,0,1,2,2,1,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 2,15.781882,334.431389,350.213271,0,1,2,2,2,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 4,8.236209,334.427545,342.663754,0,1,2,2,4,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 8,4.349388,332.596146,336.945534,0,1,2,2,8,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 16,2.335502,332.294151,334.629653,0,1,2,2,16,62451,62451,2034917,0,0
bcsr_omp 2 x 2 -t 32,1.978079,337.648917,339.626996,0,1,2,2,32,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 1,40.885441,348.250727,389.136168,0,1,4,4,1,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 2,21.306135,337.800777,359.106912,0,1,4,4,2,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 4,11.055506,340.431399,351.486905,0,1,4,4,4,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 8,5.795309,338.904394,344.699703,0,1,4,4,8,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 16,3.074893,345.782792,348.857685,0,1,4,4,16,62451,62451,2034917,0,0
bcsr_omp 4 x 4 -t 32,2.062750,339.966027,342.028777,0,1,4,4,32,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 1,62.759149,339.142482,401.901631,0,1,8,8,1,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 2,32.225562,338.286463,370.512025,0,1,8,8,2,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 4,16.763723,334.446953,351.210676,0,1,8,8,4,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 8,8.762954,333.370997,342.133951,0,1,8,8,8,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 16,4.567800,333.535809,338.103609,0,1,8,8,16,62451,62451,2034917,0,0
bcsr_omp 8 x 8 -t 32,2.683543,335.011342,337.694885,0,1,8,8,32,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 1,87.534837,329.946008,417.480845,0,1,16,16,1,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 2,45.194848,332.165799,377.360647,0,1,16,16,2,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 4,23.337797,331.644209,354.982006,0,1,16,16,4,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 8,12.210865,334.972355,347.183220,0,1,16,16,8,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 16,6.261953,336.192264,342.454217,0,1,16,16,16,62451,62451,2034917,0,0
bcsr_omp 16 x 16 -t 32,3.630047,332.968593,336.598640,0,1,16,16,32,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 1,119.100263,329.797223,448.897486,0,1,32,32,1,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 2,61.033441,333.608645,394.642086,0,1,32,32,2,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 4,31.565706,332.283525,363.849231,0,1,32,32,4,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 8,16.506035,333.469786,349.975821,0,1,32,32,8,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 16,8.465392,328.466924,336.932316,0,1,32,32,16,62451,62451,2034917,0,0
bcsr_omp 32 x 32 -t 32,4.871237,329.204699,334.075936,0,1,32,32,32,62451,62451,2034917,0,0
