Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 4 x 4 -t 8,0.039345,0.497602,0.536947,1048576,100,4,4,8,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 16,0.045699,0.496203,0.541902,1048576,100,4,4,16,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 32,0.038630,0.480349,0.518979,1048576,100,4,4,32,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 1,0.190847,0.453405,0.644252,1048576,100,8,8,1,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 2,0.094202,0.484653,0.578855,1048576,100,8,8,2,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 4,0.047280,0.457048,0.504328,1048576,100,8,8,4,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 8,0.039628,0.462572,0.502200,1048576,100,8,8,8,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 16,0.045338,0.473966,0.519304,1048576,100,8,8,16,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 32,0.038600,0.454214,0.492814,1048576,100,8,8,32,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 1,0.188101,0.442801,0.630902,1048576,100,16,16,1,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 2,0.094388,0.442814,0.537202,1048576,100,16,16,2,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 4,0.047601,0.444356,0.491957,1048576,100,16,16,4,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 8,0.039978,0.445248,0.485225,1048576,100,16,16,8,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 16,0.045428,0.440567,0.485995,1048576,100,16,16,16,1024,1024,524288,0,0
bcsr_omp 16 x 16 -t 32,0.038868,0.441579,0.480447,1048576,100,16,16,32,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 1,0.185991,0.455983,0.641974,1048576,100,32,32,1,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 2,0.093470,0.442573,0.536043,1048576,100,32,32,2,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 4,0.048261,0.429785,0.478046,1048576,100,32,32,4,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 8,0.039854,0.434673,0.474527,1048576,100,32,32,8,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 16,0.045725,0.434481,0.480206,1048576,100,32,32,16,1024,1024,524288,0,0
bcsr_omp 32 x 32 -t 32,0.039807,0.439391,0.479198,1048576,100,32,32,32,1024,1024,524288,0,0
