Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 4 x 4 -t 2,18.551607,205.841840,224.393447,0,1,4,4,2,46835,46835,2374001,0,0
bcsr_omp 4 x 4 -t 4,17.937181,207.683716,225.620897,0,1,4,4,4,46835,46835,2374001,0,0
bcsr_omp 4 x 4 -t 8,6.780190,207.327725,214.107915,0,1,4,4,8,46835,46835,2374001,0,0
bcsr_omp 4 x 4 -t 16,3.700820,209.602027,213.302847,0,1,4,4,16,46835,46835,2374001,0,0
bcsr_omp 4 x 4 -t 32,2.097314,204.827397,206.924711,0,1,4,4,32,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 1,49.319849,200.983347,250.303196,0,1,8,8,1,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 2,26.540595,204.431906,230.972501,0,1,8,8,2,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 4,16.571100,205.017791,221.588891,0,1,8,8,4,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 8,10.359758,212.497286,222.857044,0,1,8,8,8,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 16,5.239516,203.543962,208.783478,0,1,8,8,16,46835,46835,2374001,0,0
bcsr_omp 8 x 8 -t 32,3.001739,200.588323,203.590062,0,1,8,8,32,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 1,78.381770,199.146525,277.528295,0,1,16,16,1,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 2,42.160513,200.455313,242.615826,0,1,16,16,2,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 4,25.118708,199.898462,225.017170,0,1,16,16,4,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 8,15.097764,205.000991,220.098755,0,1,16,16,8,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 16,8.025546,200.576082,208.601628,0,1,16,16,16,46835,46835,2374001,0,0
bcsr_omp 16 x 16 -t 32,4.563055,200.198088,204.761143,0,1,16,16,32,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 1,135.909552,200.653021,336.562573,0,1,32,32,1,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 2,70.767073,200.170323,270.937396,0,1,32,32,2,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 4,42.480849,200.443557,242.924406,0,1,32,32,4,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 8,26.308030,202.082739,228.390769,0,1,32,32,8,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 16,13.947400,201.320043,215.267443,0,1,32,32,16,46835,46835,2374001,0,0
bcsr_omp 32 x 32 -t 32,7.797132,202.999394,210.796526,0,1,32,32,32,46835,46835,2374001,0,0
