Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
bcsr_omp 16 x 16 -t 2,0.073938,0.061357,0.135295,417792,100,16,16,2,1024,1024,32768,0,0
bcsr_omp 16 x 16 -t 4,0.046494,0.064932,0.111427,417792,100,16,16,4,1024,1024,32768,0,0
bcsr_omp 16 x 16 -t 8,0.047566,0.070820,0.118386,417792,100,16,16,8,1024,1024,32768,0,0
bcsr_omp 16 x 16 -t 16,0.041507,0.066266,0.107773,417792,100,16,16,16,1024,1024,32768,0,0
bcsr_omp 16 x 16 -t 32,0.040375,0.072988,0.113363,417792,100,16,16,32,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 1,0.137360,0.065011,0.202371,417792,100,32,32,1,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 2,0.077315,0.063509,0.140824,417792,100,32,32,2,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 4,0.048136,0.064174,0.112310,417792,100,32,32,4,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 8,0.047169,0.066356,0.113525,417792,100,32,32,8,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 16,0.041974,0.070436,0.112410,417792,100,32,32,16,1024,1024,32768,0,0
bcsr_omp 32 x 32 -t 32,0.040778,0.066784,0.107562,417792,100,32,32,32,1024,1024,32768,0,0
